Source	Interaction	Target
PI3K	2	CDC42
LBC	2	CDC42
GNA12	2	LBC
SRC	2	PDPK1
PI3K	2	PDPK1
PI3K	2	MTOR
CDK1	2	CDC7_T376
PLCB2	2	MAPK14
GBG	2	PLCB2
PDPK1	2	PLK1
AKT	2	PAK1
AKT	2	PDPK1
PTEN	2	ROCK1
EZR	2	ROCK1
RHOA	2	ROCK1
SRC	2	RHOA
VIM	2	ROCK1
MAPK1	2	ROCK1
AKT	2	EZR
AKT	2	VIM
AKT	2	PTEN
CASP3	2	ROCK1
AKT	2	CASP3
PLCG1	2	RHOA
SRC	2	PI3K
PRKACA	2	CSNK1A1_S218
EGFR	2	ATM_Y370
SRC	2	EGFR
MAP3K10	2	DYRK2_T381
RAC1	2	MAP3K10
SRC	2	RAC1
CDC42	2	MAP3K10
PI3K	2	RAC1
RHOA	2	RAC1
LBC	2	RAC1
AKT	2	RAC1
AKT	2	RPS6KB1
RAC1	2	RPS6KB1
CDC42	2	RPS6KB1
PDPK1	2	RPS6KB1
VAV1	2	INSR
SRC	2	VAV1
PTPN6	2	INSR_Y999
cPRKC	2	INSR
nPRKC	2	INSR
PI3K	2	VAV1
RHOA	2	VAV1
PLCG1	2	VAV1
HRAS	2	VAV1
GNAQ	2	HRAS
TEC	2	VAV1
GNA12	2	TEC
PRKACA	2	STK26_T178
STK4	2	AURKB_T232
AKT	2	STK4
STK3	2	NEK2_S406
AKT	2	STK3
PI3K	2	MAPK8
RHOA	2	MAPK8
AKT	2	MAPK8
cPRKC	2	LYN
nPRKC	2	LYN
PI3K	2	PTPN11
CDC42	2	CDC42BPA
PDPK1	2	RPS6KA2
AKT	2	SRPK2
CAMKii	2	PRKAB2
MAPK14	2	MAPKAPK5_T182
MAP2K1	2	NEK3_S253
CDK1	2	BUB1_S593;T609
CAMKii	2	CLK1_T338
PDPK1	2	SGK2
VIM_S66	2	VIM
PTPN6_Y536	2	PTPN6
PAK4_S474	2	PAK4
LCK_Y505	2	LCK
RPS6KA1_S221	2	RPS6KA1
CDK4_Y17	2	CDK4
AURKA_Y148	2	AURKA
CDK7_T170	2	CDK7
CDK1_Y15;S39	2	CDK1
LCK_S59;S42	2	LCK
MAPK1_S246	2	MAPK1
CDC7_T376	2	CDC7
CSNK1A1_S218	2	CSNK1A1
ATM_Y370	2	ATM
DYRK2_T381	2	DYRK2
INSR_Y999	2	INSR
STK26_T178	2	STK26
AURKB_T232	2	AURKB
NEK2_S406	2	NEK2
MAPKAPK5_T182	2	MAPKAPK5
NEK3_S253	2	NEK3
BUB1_S593;T609	2	BUB1
CLK1_T338	2	CLK1
