Source	Interaction	Target
PI3K	101	PTPN11
nPRKC	101	PTPN22
CALM1	6	PPP3CC
RHOA	101	PKN1
AKT	101	ILK
cPRKC	101	ILK
nPRKC	101	LYN
cPRKC	101	LYN
CDK1	101	PIK3C3_T159
MAPK1	101	CLK3_S9
CAMKii	101	CLK1_T338
AKT	101	SRPK2
AKT	101	CLK2
CALM1_S82	101	CALM1
RAF1_S43	101	RAF1
MAP4K1_S421	101	MAP4K1
CDK7_T170	101	CDK7
PTK2B_S375	101	PTK2B
CDK7_S164	101	CDK7
LCK_Y394	101	LCK
CDK9_S347	101	CDK9
ATM_T1885	101	ATM
PAK2_S141	101	PAK2
ZRANB2_S188	101	ZRANB2
CDK4_Y17	101	CDK4
CDK1_S39;Y15	50.5	CDK1
RPS6KB2_Y45	101	RPS6KB2
MAPK1_S248;S246;S29	33.6666666666667	MAPK1
MAPK14_T180	101	MAPK14
MAPKAPK2_T334	101	MAPKAPK2
NUAK1_S444	101	NUAK1
MAP4K1_Y381	101	MAP4K1
PRKD1_Y502	101	PRKD1
MARK2_T596	101	MARK2
MAPK9_S407	101	MAPK9
HIPK2_Y361	101	HIPK2
ATM_Y370	101	ATM
TTK_S821	101	TTK
AURKB_S227	101	AURKB
PAK2_Y130	101	PAK2
PIK3C3_T159	101	PIK3C3
CLK3_S9	101	CLK3
CLK1_T338	101	CLK1
MAPK3	17	STAT5A_S780
CDK2	75	SUPT5H_S666
PPP3CA	22	NFATC2_S326
CALM1	22	PPP3CA
CSNK2A1	76	MCM2_S27
MAPK3	43	RPTOR_S863
MAPK1	47	MED1_S1156
SRC	33	CDK1_S39;Y15
PRKACA	26	RAF1_S43
MAPK3	36	ABI1_S183
PPP3CB	52	NFATC2_S326
RAF1	30	MAPK1_S248;S246;S29
aPRKC	24	MARK2_T596
CALM1	52	PPP3CB
PAK1	9	RAF1_S43
PPP3R1	21	NFATC2_S326
CALM1	21	PPP3R1
CDK2	37	CDK7_S164
MAPK8	9	RPTOR_S863
MAPK3	34	SMAD2_T8
MAPK1	13	RPTOR_S863
MTOR	2	RPTOR_S863
CDK2	2	MCM2_S27
MAPK1	10	RAF1_S43
