Source	Interaction	Target
AKT	2	MAPK8
AKT	2	NUAK1
VAV1	2	FYN
RHOA	2	VAV1
cPRKC	2	FYN
PLCG1	2	VAV1
PI3K	2	VAV1
HRAS	2	VAV1
GNAQ	2	HRAS
SRC	2	VAV1
CDK1	2	CDK7_S164
aPRKC	2	CDK7_T170
PI3K	2	PTPN11
CALM1	2	PPP3CB
cPRKC	2	LYN
nPRKC	2	LYN
CDC42	2	PAK4
LBC	2	CDC42
GNA12	2	LBC
CALM1_S82	2	CALM1
VIM_S25	2	VIM
PTK2B_S375	2	PTK2B
ATM_T1885	2	ATM
VIM_S26	2	VIM
RPS6KB1_T390	2	RPS6KB1
CDK4_Y17	2	CDK4
CDK1_S39;Y15	2	CDK1
MARK2_T596;S212	2	MARK2
VIM_S73	2	VIM
CDK9_S347	2	CDK9
HIPK2_Y361	2	HIPK2
RPTOR_S863	2	RPTOR
MAPK9_S407;T404	2	MAPK9
ATM_Y370;S1981	2	ATM
AURKB_S227;S331;T232	2	AURKB
CDK7_T170	2	CDK7
CDK7_S164	2	CDK7
